Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Hombre,27,Ciudad Autónoma de Buenos Aires,6,1.5,1.5,0,Universitario,En curso,Administracion de Empresas,Platzi,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Business Analyst,"Google Cloud Platform/App Engine, Windows Server, Oracle Hospitality",".NET, Bash/Shell, Javascript, SQL",,"Oracle, PowerBI Data Structures",,"Atom, Notepad++",Windows,Android,"Sí, activa",0,Bruto,Full-Time,38554,32008,3,2,No,No recibo bono,Uno,14,7,Jamás,Heterosexual,Mental,No,,201-500,Otras industrias,7,5,3.93,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles"
Hombre,28,Ciudad Autónoma de Buenos Aires,3,3,3,0,Universitario,Incompleto,Ingenieria en Informatica,UBA,"Sí, los pagó un empleador",No,Sí,Developer,"Docker, Linux","Javascript, PHP","Node.js, React.js",MySQL,,"PHPStorm, Visual Studio",Linux,Android,No,0,Neto,Part-Time,35000,,2,3,No,No recibo bono,Dos,20,8,Jamás,,,,,101-200,Servicios / Consultoría de Software / Digital,8,7,40,Playroom
Hombre,39,Ciudad Autónoma de Buenos Aires,14,1,1,0,Posgrado,Completado,Licenciatura en Sistemas,CAECE,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,"Docker, Linux","Java, Python, SQL",Spring,"MSSQL, MySQL, Oracle",,"Eclipse, IntelliJ, Notepad++",Windows,Android,No,0,Bruto,Full-Time,66000,54800,2,1,No,No recibo bono,Dos,17,10,En un trabajo anterior,Heterosexual,,,,51-100,Producto basado en Software,6,9,-1,"Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,20,Ciudad Autónoma de Buenos Aires,3,3,3,0,Universitario,En curso,DIyS,UBA,"Sí, de forma particular",No,No,QA / Tester,,,,MSSQL,Selenium,Eclipse,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,33000,27000,3,3,No,No recibo bono,Dos,30,8,Jamás,Bisexual o queer,,,,51-100,Servicios / Consultoría de Software / Digital,8,3,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,22,Ciudad Autónoma de Buenos Aires,3,0,0,0,Universitario,En curso,Ingeniería en sistemas,UTN,No,No,No,Developer,,Python,,,,Visual Studio,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,65000,50000,4,4,Un sueldo,Performance individual,No,0,0,Jamás,Heterosexual,,No,Nerdearla ,1001-2000,Otras industrias,9,10,10,"Descuentos varios (Clarín 365, Club La Nación, etc), Guardería, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,27,Ciudad Autónoma de Buenos Aires,6,3,3,2,Universitario,Completado,Lic en Recursos Humanos,UADE,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Recruiter / HR,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,41144,34150,1,1,No,No recibo bono,Dos,27,10,Jamás,Heterosexual,,No,,51-100,Producto basado en Software,5,7,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida"
Hombre,20,Ciudad Autónoma de Buenos Aires,1,0,1,0,Terciario,En curso,Licenciatura en Sistemas,Universidad nacional del Oeste,"Sí, los pagó un empleador",Sí,Sí,Application Support Engineer,Linux,"Java, Javascript, SQL, TypeScript","Angular, Node.js, React.js, Spring","MySQL, Oracle, PostgreSQL",,"Eclipse, IntelliJ, Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,37000,31000,3,3,No,No recibo bono,Uno,15,12,En un trabajo anterior,Bisexual o queer,,No,,201-500,Producto basado en Software,8,9,6,"Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,7,7,2,4,Universitario,Incompleto,Ingenieria en sistemas,UTN,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Middleware,"AIX, Docker, Linux, Solaris, Windows Server","Bash/Shell, Java, PHP, Python, SQL",,"MariaDB, MySQL, Neo4j",,"IntelliJ, Vim",Linux,Android,"Sí, pasiva",10,Bruto,Tercerizado (trabajo a través de consultora o agencia),80,57,2,2,No,No recibo bono,Dos,25,12,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,5,5,90,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,7,7,2,4,Universitario,Incompleto,Ingenieria en sistemas,UTN,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Middleware,"AIX, Docker, Linux, Solaris, Windows Server","Bash/Shell, Java, PHP, Python, SQL",,"MariaDB, MySQL, Neo4j",,"IntelliJ, Vim",Linux,Android,"Sí, pasiva",10,Bruto,Tercerizado (trabajo a través de consultora o agencia),80,57,2,2,No,No recibo bono,Dos,25,12,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,5,5,90,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,36,Ciudad Autónoma de Buenos Aires,11,2,4,10,Terciario,En curso,Counseling,IADEC,"Sí, de forma particular, Sí, los pagó un empleador",Sí,No,Manager / Director,gitlab,".NET, Java",".NET Core, Node.js, React.js, Spring","MSSQL, MongoDB, MySQL",Selenium,"Android Studio, Eclipse, Notepad++",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,61000,51000,2,3,No,No recibo bono,Más de dos,20,11,En un trabajo anterior,Heterosexual,Visual,No,Meetup de metodologías ágiles,501-1000,Servicios / Consultoría de Software / Digital,7,10,1,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa), Clases de stretching in office"
Hombre,47,Ciudad Autónoma de Buenos Aires,10,0,0,0,Terciario,Completado,Analista de sistemas,Ort,"Sí, los pagó un empleador",No,No,DBA,Linux,SQL,,Oracle,,,Windows,Android,"Sí, pasiva",3500,Bruto,Full-Time,65000,54000,1,2,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,No,,51-100,Servicios / Consultoría de Software / Digital,3,6,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Viáticos"
Hombre,43,Ciudad Autónoma de Buenos Aires,16,4.5,4.5,40,Posgrado,Completado,Licenciado en Administracion con MBA ,UBA,"Sí, de forma particular, Sí, los pagó un empleador",No,No,VP / C-Level,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Linux, Windows Server","C++, C#, CSS, HTML, Javascript, Python, R, SQL","Django, Node.js, React.js","ElasticSearch, Google Cloud Storage, MSSQL, MySQL, PostgreSQL, Redis",,IPython / Jupyter,Windows,iOS,No,0,Neto,Full-Time,180000,150000,2,2,De uno a tres sueldos,Performance de la compañía,Dos,38,10,Jamás,Heterosexual,,,Qonnections de Qlik,11-50,Producto basado en Software,8,8,64,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,3.5,1.5,1.5,0,Universitario,En curso,Licenciatura en Análisis de Sistemas,"Facultad de Ingeniería, Universidad de Buenos Aires",No,Sí,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Ruby, SQL",,"Amazon RDS/Aurora, ElasticSearch, MySQL, PostgreSQL, Redis",,"Sublime Text, Vim",Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Part-Time,43144,35810,3,4,No,No recibo bono,Uno,0.00001,4,En un trabajo anterior,Heterosexual,,,,51-100,Producto basado en Software,9,1,4.5,"Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa), Ping-pong"
Hombre,31,Ciudad Autónoma de Buenos Aires,8,2,2,0,Universitario,Completado,Licenciatura en análisis de sistemas,UBA,"Sí, los pagó un empleador",No,Sí,Developer,"AIX, Azure, Linux",".NET, C, C++, C#",.NET Core,,,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,55000,45000,2,2,No,No recibo bono,Dos,42,12,En mi trabajo actual,Heterosexual,,No,,1-10,Producto basado en Software,1,10,4,Ninguna de las anteriores
Hombre,38,Ciudad Autónoma de Buenos Aires,14,1,6,2,Universitario,Incompleto,Ingenieria,UBA,"Sí, de forma particular",No,Sí,QA / Tester,,"C#, Java, PHP",,,Selenium,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,79000,62000,3,2,No,No recibo bono,Uno,20,11,Jamás,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,9,10,5,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Masajes, Playroom, Snacks, golosinas, bebidas"
Otros,36,Ciudad Autónoma de Buenos Aires,10,0,5,0,Posgrado,Completado,Lic Sistemas,Universidad de Buenos Aires,"Sí, de forma particular",No,No,Developer,"Docker, Kubernetes","Java, SQL",Spring,"Cassandra, Redis",Selenium,Eclipse,Linux,No tengo celular / no es Smartphone,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),70000,56000,3,3,No,No recibo bono,Uno,12,9,Jamás,Heterosexual,,No,,5001-10000,Producto basado en Software,8,8,1,Ninguna de las anteriores
Hombre,34,Ciudad Autónoma de Buenos Aires,13,0,0,0,Universitario,Completado,Licenciatura en Informática,Universidad Nacional de Lomas de Zamora,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, Python",,PostgreSQL,,vscode,Mac OS X,Android,"Sí, pasiva",0,Bruto,Full-Time,105000,61000,3,3,Menos de un sueldo,Mix de las anteriores,Dos,21,9,En un trabajo anterior,Heterosexual,,No,Nerdear.la Monitorama,201-500,Producto basado en Software,8,9,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,38,Ciudad Autónoma de Buenos Aires,18,5,5,0,Universitario,Completado,Ingeniería en Informática,UBA,"Sí, de forma particular",Sí,Sí,Consultor / Coach Técnico,"Amazon Web Services, Azure, Docker, Heroku, Kubernetes, Linux, Windows Server",".NET, Java, Javascript, Ruby, Smalltalk",".NET Core, Node.js, Spring","Amazon RDS/Aurora, MSSQL, MySQL, PostgreSQL, Redis, SQLite","RSpec, Selenium","IntelliJ, Nano, Sublime Text, VS CODE",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Freelance,120000,120000,4,3,No,No recibo bono,Uno,80,10,Jamás,Heterosexual,,,"nerdearla, jisuy, betcon, agile, xpconf, argencon",1-10,Servicios / Consultoría de Software / Digital,10,10,-1,Ninguna de las anteriores
Hombre,30,Ciudad Autónoma de Buenos Aires,10,1.5,1.5,0,Terciario,En curso,Tecnicaturs Superior en Desarrollo,ISTEA,"Sí, de forma particular",No,Sí,Developer,Windows Server,".NET, C#, HTML",,MSSQL,,"Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,26000,22000,2,2,Un sueldo,Performance individual,Más de dos,7,11,Jamás,Heterosexual,,,,5001-10000,Servicios / Consultoría de Software / Digital,10,10,11,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,30,Ciudad Autónoma de Buenos Aires,10,4,3,2,Universitario,Incompleto,Ciencias de la computacion,uba,"Sí, de forma particular",Sí,Sí,Manager / Director,"Amazon Web Services, Linux","Bash/Shell, Python, R, SQL","Hadoop, Spark, TensorFlow","Amazon Redshift, Amazon RDS/Aurora, MongoDB, PostgreSQL",,"Atom, RStudio",Mac OS X,Android,"Sí, pasiva",0,Bruto,Full-Time,150000,100000,3,3,No,No recibo bono,Más de dos,45,11,Jamás,Heterosexual,,No,Ninguno,51-100,Producto basado en Software,10,9,2,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37,Ciudad Autónoma de Buenos Aires,15,10,8,80,Universitario,Completado,Licenciatura en Sistemas,UP,"Sí, los pagó un empleador",No,No,VP / C-Level,,,,,,,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,155000,,2,2,3+ sueldos,Performance de la compañía,Dos,30,8,Jamás,Heterosexual,,,,51-100,Servicios / Consultoría de Software / Digital,10,10,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,29,Ciudad Autónoma de Buenos Aires,11,0,4,0,Universitario,En curso,Diseño gráfico ,UBA,No,No,No,UX,,"CSS, HTML, Javascript",React.js,,,"Atom, Sublime Text",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,63000,49500,3,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,Cssconf,101-200,Producto basado en Software,8,8,2,"Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,40,Ciudad Autónoma de Buenos Aires,20,15,15,0,Terciario,Completado,analista de sistemas ,CAEDI,"Sí, de forma particular",Sí,No,SysAdmin / DevOps / SRE,"Docker, Linux, VMWare, Windows Server",,WordPress,"MariaDB, MSSQL, MySQL",,,Linux,Android,No,0,Porcentaje de mi sueldo,Part-Time,44000,34000,3,2,Menos de un sueldo,Mix de las anteriores,Dos,28,10,Jamás,Heterosexual,,,,51-100,Producto basado en Software,7,7,9,"Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,29,Ciudad Autónoma de Buenos Aires,6,2,1,3,Universitario,Completado,Ingenieria en Informática,Universidad Nacional de Jujuy,No,No,Sí,Analista Funcional,,"CSS, HTML",,,,,Windows,Android,"Sí, pasiva",0,Bruto,Full-Time,48500,39300,2,3,Un sueldo,Performance individual,Más de dos,35,10,Jamás,Heterosexual,,,,501-1000,Otras industrias,9,8,15,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,45,Ciudad Autónoma de Buenos Aires,15,6,6,9,Universitario,En curso,Administracion de Empresas,Siglo 21,"Sí, de forma particular",No,No,SysAdmin / DevOps / SRE,"Azure, VMWare, Windows Server",".NET, Bash/Shell, HTML, PHP, SQL",".NET Core, WordPress","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, Oracle",,,Windows,Android,"Sí, activa",0,Neto,Full-Time,150000,112000,4,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,28,11,Jamás,Heterosexual,,,En el ultimo 2018 a muy pocos de tecnologia.,2001-5000,Otras industrias,8,6,7,"Abono de celular y/o Internet, Clases de idiomas, Cuota para universidad / posgrados, Descuentos en gimnasios"
Mujer,25,Ciudad Autónoma de Buenos Aires,2,0,0,0,Universitario,En curso,Psicologia,UBA,No,No,Sí,Recruiter / HR,Linux,,,,,,Mac OS X,iOS,No,0,Neto,Tercerizado (trabajo a través de consultora o agencia),12000,10000,2,2,Menos de un sueldo,Ingresos,No,0,0,En un trabajo anterior,,,No,"Nerdearla, taller Python django",1-10,Servicios / Consultoría de Software / Digital,10,10,1,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,20,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ing. Sistemas,Utn,No,No,No,Developer,,Java,,,,"Atom, Eclipse",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,24000,20000,2,2,No,No recibo bono,Uno,15,11,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,6,6,10,"Clases de idiomas, Descuentos en gimnasios, WFH (Trabajar desde casa)"
Mujer,22,Ciudad Autónoma de Buenos Aires,3,3,3,0,Universitario,En curso,Lic. En ciencias de la computación,UBA,No,No,No,Developer,,"HTML, Javascript, SQL","Node.js, React.js","Oracle, PostgreSQL",,"Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Part-Time,17000,15000,2,2,Menos de un sueldo,Performance individual,Uno,20,12,En mi trabajo actual,Heterosexual,,No,Campus party ,1-10,Producto basado en Software,6,10,11,"Horarios flexibles, WFH (Trabajar desde casa)"
Mujer,37,Ciudad Autónoma de Buenos Aires,15,10,5,56,Universitario,Incompleto,Comunicacion Social,UBA,No,No,No,Manager / Director,,,,,,,Windows,Android,No,0,Bruto,Full-Time,179000,120000,3,3,No,No recibo bono,Dos,25,11,En un trabajo anterior,Heterosexual,,,,501-1000,Producto basado en Software,8,7,1.5,"Abono de celular y/o Internet, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,23,Ciudad Autónoma de Buenos Aires,1,1,0,0,Universitario,En curso,Ciencias de la computación,UBA,No,No,Sí,Developer,"Amazon Web Services, Docker, Kubernetes","Bash/Shell, CSS, Groovy, HTML, Javascript","Node.js, React.js",PostgreSQL,Selenium,Visual studio code,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,54830,43417,3,3,De uno a tres sueldos,Performance individual,Dos,54,8,Jamás,Heterosexual,,,"Nerdearla, node conf",101-200,Producto basado en Software,8,8,9,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad / posgrados, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,22,Ciudad Autónoma de Buenos Aires,4,3,0,0,Secundario,Completado,,,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Firebase, Google Cloud Platform/App Engine, Kubernetes, Linux","CSS, HTML, Javascript, PHP, SQL",Node.js,"ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Redis",,"Vim, Visual Studio",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,28000,23600,3,3,No,No recibo bono,Uno,15,6,Jamás,Bisexual o queer,,,EVA,11-50,Producto basado en Software,7,3,2,"Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41,Ciudad Autónoma de Buenos Aires,18,2,6,0,Universitario,Incompleto,Administracion de Empresas,UNSAM,"Sí, de forma particular",No,No,Sales,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,45000,38000,1,1,3+ sueldos,Performance individual,Uno,10,10,En un trabajo anterior,Heterosexual,,,Ekoparty,1-10,Producto basado en Software,5,10,27,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Horarios flexibles, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,59,Ciudad Autónoma de Buenos Aires,25,1,1,0,Universitario,Completado,Tecnologia,Universidad Simon Bolivar,"Sí, de forma particular",Sí,No,Project Manager,"AIX, IBM Cloud / Watson, Linux, Mainframe","Assembler, C++, Java, SQL",".NET Core, Spark","IBM Db2, Informix, MySQL, Oracle","Ranorex, Test Complete","IPython / Jupyter, Notepad++",Linux,Android,No,0,Bruto,Full-Time,52000,43160,3,3,De uno a tres sueldos,Performance individual,No,0,0,Jamás,Heterosexual,,,"seminario, curso, taller",51-100,Servicios / Consultoría de Software / Digital,10,10,-1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41,Ciudad Autónoma de Buenos Aires,12,3,2,11,Terciario,Completado,Periodismo,Instituto de periodismo el sol Quilmes,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Infosec,"Azure, Linux, VMWare, Windows Server",,,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL",,,Windows,Android,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,65000,58000,3,2,De uno a tres sueldos,Performance individual,Dos,25,10,En mi trabajo actual,Heterosexual,,,Segurinfo y eko party,10001+,Otras industrias,10,10,22,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,58,Ciudad Autónoma de Buenos Aires,30,26,10,0,Universitario,Incompleto,Ingeniería Eléctrica,UTN,No,No,No,Developer,IBM,RPG,,IBM Db2,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,90000,,3,3,No,No recibo bono,Dos,30,10,Jamás,Heterosexual,,,,201-500,Otras industrias,5,5,2,Ninguna de las anteriores
Hombre,29,Ciudad Autónoma de Buenos Aires,10,0,10,0,Terciario,En curso,Tecnicatura superior en programación.,Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Developer,"iOS, Mac OS, Watch OS","Objective-C, Swift",,SQLite,,Xcode,Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,66200,52300,3,3,Un sueldo,A que me ofrecieron menos plata de la que pedí.,No,0,0,En un trabajo anterior,Heterosexual,Visual,No,,201-500,Producto basado en Software,8,9,-1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
