Para analizar los resultados pueden hacer una copia (Archivo > Crear una copia) o bajar los csv de cada país (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Recuerden calificar empresas en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en 2018?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra
Hombre,32,Ciudad Autónoma de Buenos Aires,11,4,4,0,Universitario,Incompleto,Ingenieria Informatica,UBA,"Sí, de forma particular",No,Sí,Developer,,"CSS, Java, Javascript","Angular, Cordova, Node.js",,,"Sublime Text, Visual Studio",Mac OS X,Android,No,0,Neto,Full-Time,71700,55000,3,3,Un sueldo,Mix de las anteriores,Uno,15,6,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,9,9,40,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,3,1,1,0,Universitario,Completado,ing informatica,itba,No,No,Sí,Developer,,"Groovy, Java",Spring,"Cassandra, PostgreSQL",,IntelliJ,Mac OS X,iOS,"Sí, pasiva",0,Bruto,Full-Time,85000,63000,3,3,No,No recibo bono,Dos,40,10,Jamás,Heterosexual,,,,1001-2000,Producto basado en Software,7,10,2,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,36,Ciudad Autónoma de Buenos Aires,8,3,3,0,Universitario,En curso,,,No,No,No,Developer,"Kubernetes, Linux",".NET, HTML, Java","Angular, Node.js","MongoDB, MySQL",,IntelliJ,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,70000,55000,3,3,Un sueldo,Performance individual,Más de dos,47,12,Jamás,Heterosexual,,,,101-200,Producto basado en Software,8,8,8,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,35,Ciudad Autónoma de Buenos Aires,8,3,3,12,Universitario,En curso,Sistemas,Da Vinci,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,HelpDesk,"Linux, VMWare, Windows Server","HTML, Java, Javascript, PHP",,MySQL,,,Windows,iOS,No,0,Bruto,Full-Time,56000,50000,4,4,No,No recibo bono,Uno,15,8,Jamás,Heterosexual,,,Eko Party,2001-5000,Otras industrias,7,6,18,Descuentos en gimnasios
Mujer,31,Ciudad Autónoma de Buenos Aires,7,0,0,0,Terciario,Completado,Tecnicatura Desarrollo Web,UNLaM,"Sí, de forma particular",No,No,Developer,"Docker, Linux","CSS, HTML, Javascript, Python","Node.js, React.js, Flask","MongoDB, Redis",,Visual Studio Code,Windows,Android,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),55000,45000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,5001-10000,Otras industrias,8,8,28,Horarios flexibles
Hombre,22,Ciudad Autónoma de Buenos Aires,1,0,1,0,Universitario,En curso,Ing en informática ,Universidad nacional de avellaneda,No,No,No,Soporte tecnico,,Python,,,,,Windows,Android,No,0,Neto,Full-Time,1,20000,1,1,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,,2001-5000,Otras industrias,6,4,3,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31,Ciudad Autónoma de Buenos Aires,1,1,1,0,Universitario,Incompleto,Lic Sistemas de la informacion,UADER,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Linux","CSS, HTML, Javascript, Python","Node.js, React.js, Vue express ","MongoDB, PostgreSQL, SQLite",,"Atom, Visual Studio",Linux,Android,No,0,Neto,Full-Time,52000,48000,3,1,De uno a tres sueldos,Mix de las anteriores,Dos,35,11,En un trabajo anterior,Heterosexual,,,Campus party,101-200,Producto basado en Software,9,9,10,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,33,Ciudad Autónoma de Buenos Aires,8,5,5,2,Secundario,Completado,,,"Sí, de forma particular",No,Sí,Developer,"Docker, Linux, Windows Server",".NET, Bash/Shell, C, CSS, HTML, Javascript, PHP, SQL, TypeScript","Cordova, Node.js","MSSQL, PostgreSQL, SQLite",,"Notepad++, Sublime Text, Visual Studio",Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,62000,50900,3,3,No,No recibo bono,Uno,15,6,Jamás,Heterosexual,,No,Amazon,51-100,Servicios / Consultoría de Software / Digital,7,7,1,"Clases de idiomas, Comidas pagas/subvencionadas, Playroom, Snacks, golosinas, bebidas"
Hombre,29,Ciudad Autónoma de Buenos Aires,8,3,2,0,Universitario,Completado,Ciencias de la Computacion,UBA,No,No,No,Developer,"Amazon Web Services, Docker","Groovy, Java, Javascript, SQL","Node.js, Spark, Spring","Amazon DynamoDB, MySQL",Selenium,"Android Studio, IntelliJ, Sublime Text, Vim, Visual Studio, Xcode",Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,80000,50000,2,2,3+ sueldos,Mix de las anteriores,Dos,55,10,Jamás,Homosexual,,No,,1001-2000,Servicios / Consultoría de Software / Digital,7,8,10,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27,Ciudad Autónoma de Buenos Aires,2,2,2,3,Secundario,Completado,Técnico en informática,,No,No,No,SysAdmin / DevOps / SRE,Windows Server,,,MSSQL,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,30,26,3,3,No,No recibo bono,Dos,30,6,Jamás,Heterosexual,,,Manage Engine,101-200,Servicios / Consultoría de Software / Digital,5,10,1,Capacitaciones y/o cursos
Hombre,29,Ciudad Autónoma de Buenos Aires,3,2,2,0,Universitario,Completado,Computación,UBA,No,No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Docker, Linux, Serverless","Javascript, Python",TensorFlow,,,Visual Studio,Linux,Android,No,0,Porcentaje de mi sueldo,Part-Time,38000,32000,4,2,No,No recibo bono,Dos,37,1,En mi trabajo actual,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,7,7,8,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,26,Ciudad Autónoma de Buenos Aires,1,0,0,0,Universitario,Completado,Física,UBA,"Sí, de forma particular",Sí,Sí,Developer,Linux,"Python, Smalltalk",,,,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,41000,37000,3,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,17,10,En un trabajo anterior,Heterosexual,,No,"PyconAr, Nerdearla, Flisol",10001+,Otras industrias,8,8,0.4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Mujer,34,Ciudad Autónoma de Buenos Aires,14,2,1,1,Universitario,Incompleto,ing telecomunicacines,iufa,"Sí, de forma particular",Sí,Sí,SysAdmin / DevOps / SRE,"Docker, HP-UX, Kubernetes, Linux, VMWare","Javascript, PHP, Python","Node.js, React.js","Cassandra, MariaDB, MSSQL, MongoDB, MySQL, PostgreSQL, SQLite","Selenium, Visual Studio Coded UI","Atom, Notepad++, PHPStorm, Sublime Text, TextMate, Vi, Vim",Linux,Android,"Sí, pasiva",1200,Neto,Remoto (empresa de otro país),30000,30000,4,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,ekoparty,101-200,Producto basado en Software,7,5,5,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,28,Ciudad Autónoma de Buenos Aires,3,7,2,6,Universitario,En curso,Ciencias de la computación ,Universidad de Buenos Aires ,"Sí, los pagó un empleador",No,Sí,Developer,"AIX, Linux, VMWare, Windows Server","Bash/Shell, Java, Javascript, Perl, Python, SQL, Powershell ",.NET Core,"MSSQL, Sybase",HP LoadRunner,"PyCharm, Visual Studio, Operations orchestration studio",Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,42000,34500,2,4,De uno a tres sueldos,Acuerdos,Más de dos,42,12,Jamás,Heterosexual,,,,5001-10000,Otras industrias,6,8,22,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles"
Hombre,25,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,En curso,Ingeniería Electrónica,,"Sí, de forma particular",No,Sí,Analista,Windows Server,".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Node.js",MSSQL,NUnit,Visual Studio,Windows,No tengo celular / no es Smartphone,No,0,Porcentaje de mi sueldo,Full-Time,65100,52000,4,3,No,No recibo bono,Uno,18,9,Jamás,Heterosexual,,No,Meetups,10001+,Otras industrias,9,9,15,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Descuentos en gimnasios, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,7,0,0,0,Universitario,En curso,Ingeniería en Sistemas ,UTN,"Sí, de forma particular",No,Sí,Developer,"Azure, Windows Server",".NET, HTML",.NET Core,,,Visual Studio,Windows,Android,No,0,Bruto,Full-Time,55000,43000,3,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,6,4,"Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,10,5,2,0,Secundario,Completado,,,"Sí, de forma particular",Sí,Sí,Developer,"Docker, Google Cloud Platform/App Engine, Linux","CSS, HTML, Javascript, PHP, SQL",Zend,MariaDB,,,Linux,Android,No,0,Neto,Full-Time,40000,33000,2,2,No,No recibo bono,Dos,50,11,Jamás,Homosexual,,No,,5001-10000,Servicios / Consultoría de Software / Digital,6,9,13,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Masajes, WFH (Trabajar desde casa)"
Hombre,26,Ciudad Autónoma de Buenos Aires,6,0,6,0,Universitario,En curso,Ingeniería en Sistemas de Información,UTN FRBA,No,No,Sí,Developer,,"Go, Java, SQL","Spark, Spring","MySQL, PostgreSQL",,"Eclipse, IntelliJ, Notepad++, Sublime Text",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,57000,46000,2,3,Un sueldo,Mix de las anteriores,Uno,10,10,Jamás,Bisexual o queer,,No,Nerdearla,201-500,Producto basado en Software,7,8,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,25,Ciudad Autónoma de Buenos Aires,2,2,2,0,Secundario,Completado,,,"Sí, de forma particular",No,No,Soporte en it,Windows,,,,,,Windows,Android,"Sí, activa",0,Bruto,Full-Time,19440,19440,2,2,No,No recibo bono,No,20,9,Jamás,,,Sí,,1-10,Servicios / Consultoría de Software / Digital,3,1,1,Ninguna de las anteriores
Hombre,24,Ciudad Autónoma de Buenos Aires,2,2,2,0,Universitario,En curso,Ingenieria en sistemas de informacion,Utn,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Java, Javascript","Angular, Cordova","Informix, MongoDB, MySQL, Oracle",,IntelliJ,Windows,Android,No,0,Bruto,Full-Time,43000,35000,1,2,No,No recibo bono,Dos,30,10,Jamás,Heterosexual,,No,Ninguno,11-50,Producto basado en Software,6,3,40,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,10,2,2,4,Universitario,Completado,Ingeniería Informática,UADE,No,No,No,Developer,Firebase,"Java, Kotlin",,Amazon DynamoDB,,Android Studio,Mac OS X,Android,No,0,Bruto,Full-Time,80900,,3,3,Un sueldo,Performance de la compañía,Dos,40,9,Jamás,Heterosexual,,,,51-100,Producto basado en Software,7,10,1,"Descuentos en gimnasios, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,23,Ciudad Autónoma de Buenos Aires,5,2,2,0,Terciario,Completado,Op. De planta transmisora,Iser,"Sí, los pagó un empleador",No,No,HelpDesk,Windows Server,"PHP, SQL",SQL worckbench,"MariaDB, MySQL",,Brackets,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,23000,18000,2,2,No,No recibo bono,Dos,15,11,Jamás,Heterosexual,,No,Null,51-100,Otras industrias,6,10,27,"Capacitaciones y/o cursos, Licencia de paternidad/maternidad extendida"
Hombre,38,Ciudad Autónoma de Buenos Aires,15,10,2,0,Universitario,Incompleto,Medicina,UBA,"Sí, de forma particular",No,No,Soporte IT,Windows Server,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,33000,30000,2,1,No,No recibo bono,Dos,15,6,Jamás,Heterosexual,,,,11-50,Servicios / Consultoría de Software / Digital,4,6,3,Viáticos
Hombre,24,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,Completado,Ingeniería en sistemas de información,UTN,No,No,No,SysAdmin / DevOps / SRE,"Azure, Docker, Kubernetes, Serverless","CSS, Javascript, Python, TypeScript","Angular, Node.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB",,Visual Studio,Windows,Android,No,0,Neto,Full-Time,64000,51000,3,4,No,No recibo bono,Dos,20,1,Jamás,Heterosexual,,No,,10001+,Otras industrias,8,8,20,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,31,Ciudad Autónoma de Buenos Aires,5,5,4,0,Secundario,Completado,Bachiller en artes y comunicación,,"Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Linux, VMWare, Windows Server",Python,,"MariaDB, MSSQL, MongoDB, MySQL",,"Nano, Vi",Windows,Android,No,9,Bruto,Full-Time,45100,37600,2,2,No,No recibo bono,Dos,15,12,En un trabajo anterior,Heterosexual,,No,Ninguno,1001-2000,Servicios / Consultoría de Software / Digital,6,8,15,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles"
Hombre,25,Ciudad Autónoma de Buenos Aires,2,1,1,0,Posgrado,En curso,Telecomunicaciones,UBA,"Sí, de forma particular",No,No,HelpDesk,Windows,,,,,,Windows,Android,No,0,Bruto,Full-Time,34980,29033,3,4,Menos de un sueldo,Performance grupal,Más de dos,33,11,Jamás,Heterosexual,,No,ninguno,10001+,Servicios / Consultoría de Software / Digital,7,10,1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,26,Ciudad Autónoma de Buenos Aires,1,1,1,2,Universitario,Completado,Ing. en Sistemas,UTN,"Sí, de forma particular",No,Sí,BI Analyst / Data Analyst,Windows Server,".NET, C#, SQL",,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL",,"Notepad++, Visual Studio",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,35000,29050,3,2,No,No recibo bono,Dos,60,11,Jamás,Heterosexual,,,Cursos ML,1001-2000,Servicios / Consultoría de Software / Digital,4,6,10,"Capacitaciones y/o cursos, Cuota para universidad / posgrados, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34,Ciudad Autónoma de Buenos Aires,6,2,2,0,Universitario,Completado,Ing. en sistemas,UNLPAM,No,Sí,Sí,Developer,"Docker, Linux, VMWare","HTML, Java, Javascript, PHP, Python, SQL, TypeScript","Angular, Spring","ElasticSearch, MongoDB, MySQL, Redis, SQLite",,"IntelliJ, PHPStorm, Vi",Linux,iOS,No,0,Porcentaje de mi sueldo,Full-Time,71000,59900,3,3,Menos de un sueldo,Performance de la compañía,Uno,5,11,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,7,7,8,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,6,5,1,2,Universitario,Incompleto,Ingeniería Electrónica,UBA,"Sí, de forma particular",Sí,Sí,Architect,"Docker, Kubernetes, Linux","Bash/Shell, C, Python",,"Redis, SQLite",,"Eclipse, IPython / Jupyter, PyCharm, Vim",Linux,Android,No,0,Neto,Full-Time,170000,115000,3,3,No,No recibo bono,Más de dos,100,12,Jamás,Heterosexual,,No,"PyconAr, PyCamp",51-100,Otras industrias,8,8,5,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,9,4,4,0,Universitario,En curso,Ingenieria en Sistemas,UAI,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,Windows Server,".NET, C#, HTML, Java, SQL",WordPress,"MSSQL, PostgreSQL",,Visual Studio,Windows,Android,"Sí, pasiva",0,Bruto,Full-Time,45000,,2,2,No,No recibo bono,Dos,19,10,En un trabajo anterior,Heterosexual,,No,,201-500,Otras industrias,5,5,7,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Mujer,23,Ciudad Autónoma de Buenos Aires,2,2,2,1,Universitario,En curso,Ingeniería en Sistemas de Información,UTN,"Sí, los pagó un empleador",No,No,Developer,"Docker, Linux","CSS, HTML, Java, Javascript, PHP, SQL","Angular, React.js, Backbone, Symfony","MSSQL, MySQL, PostgreSQL",Selenium,"Android Studio, PHPStorm, Visual Studio",Linux,Android,No,0,Bruto,Part-Time,25000,23000,2,2,No,No recibo bono,Dos,11,11,En mi trabajo actual,Bisexual o queer,,No,,51-100,Producto basado en Software,9,7,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,29,Ciudad Autónoma de Buenos Aires,5,1,1,2,Universitario,Completado,Ingenieria en Sistemas de Información,UTN FRBA,"Sí, de forma particular",No,Sí,Developer,Windows Server,".NET, C#, HTML, Javascript",Angular,Oracle,,Visual Studio,Windows,Android,No,0,Bruto,Full-Time,56000,45000,2,1,Menos de un sueldo,Performance individual,Dos,8,10,En mi trabajo actual,Heterosexual,,No,"NetConfAR, ARQConf, y varias Meetups de NetBaires",201-500,Servicios / Consultoría de Software / Digital,5,4,18,"Clases de idiomas, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,35,Ciudad Autónoma de Buenos Aires,20,2,1,1,Posgrado,Incompleto,Ingenieria en Telecomunicaciones ,Ucasal,"Sí, de forma particular",No,No,Infosec,"Azure, Docker, Linux, VMWare, Windows Server",,,"MariaDB, MSSQL, MySQL",,,Windows,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,140000,100000,3,2,Un sueldo,Performance grupal,Uno,15,12,Jamás,Heterosexual,,,,201-500,Otras industrias,5,4,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Viáticos"
Mujer,24,Ciudad Autónoma de Buenos Aires,3,0,3,2,Universitario,En curso,Ing en sistemas,Utn,"Sí, los pagó un empleador",No,No,Business Analyst,Mainframe,"SQL, Cobol y jcl",,IBM Db2,,,Windows,iOS,No,0,Bruto,Full-Time,45000,40000,3,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,35,12,Jamás,What?,,,,2001-5000,Otras industrias,9,7,100,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad / posgrados, Descuentos en gimnasios, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,23,Ciudad Autónoma de Buenos Aires,0,0,0,0,Universitario,Completado,Ing. En Sistemas,Unicen,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Data Scientist / Data Engineer,"Azure, Firebase, Linux","Bash/Shell, Java, Python, Scala","Hadoop, Spark","Apache Hive, Teradata",,"Android Studio, IntelliJ, IPython / Jupyter, PyCharm, Sublime Text, Vim, Zepellin",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,1,37500,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,14,10,Jamás,Heterosexual,Visual,No,IA Globant. Foundrs. Wayra. Etc,2001-5000,Servicios / Consultoría de Software / Digital,7,9,5,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Mujer,38,Ciudad Autónoma de Buenos Aires,12,0,0,0,Terciario,Incompleto,Sistemas,,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,Hadoop,SQL,"Hadoop, Spark","Apache Hive, Teradata",,"Notepad++, Sublime Text, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,63000,55000,2,2,Un sueldo,Mix de las anteriores,Dos,15,11,En un trabajo anterior,Heterosexual,,No,Sas,10001+,Otras industrias,8,7,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Guardería, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,47,Ciudad Autónoma de Buenos Aires,20,5,5,0,Universitario,Incompleto,administracion,Kenendy,"Sí, de forma particular",No,Sí,Developer,,"CSS, HTML, Javascript, PHP, SQL, TypeScript","Angular, Drupal, Node.js, React.js, WordPress","MySQL, PostgreSQL, SQLite",,"Android Studio, Atom, IntelliJ, NetBeans, PHPStorm, Visual Studio, Xcode",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,46500,38500,2,2,Menos de un sueldo,Mix de las anteriores,Dos,27,9,Jamás,Heterosexual,,No,NODECONF,501-1000,Otras industrias,7,8,10,"Descuentos en gimnasios, Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,37,Ciudad Autónoma de Buenos Aires,8,0,8,0,Universitario,En curso,Licenciatura en Sistemas,UNNOBA,No,No,Sí,QA / Tester,jira / rally,Javascript,chimp,,Webdriver.io,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,60950,52620,3,2,No,No recibo bono,Uno,15,11,En un trabajo anterior,Heterosexual,,,"ciudad chica, no hay eventos",101-200,Servicios / Consultoría de Software / Digital,8,10,-1,"Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,32,Ciudad Autónoma de Buenos Aires,8,3,3,0,Universitario,Incompleto,Sociologia,UBA,"Sí, de forma particular",No,Sí,Implemetador,,PHP,,MySQL,,"Atom, PHPStorm, Sublime Text",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,63000,55000,2,2,Un sueldo,Performance individual,Dos,40,11,Jamás,Heterosexual,Auditiva,No,,11-50,Producto basado en Software,4,1,10,Descuentos en gimnasios
Hombre,23,Ciudad Autónoma de Buenos Aires,3,0,3,0,Universitario,Completado,Ingeniería de sistemas,Universidad Nacional del centro de la provincia de buenos aires,"Sí, de forma particular",No,Sí,Developer,"Amazon Web Services, Docker, Linux, Serverless","Javascript, PHP",Moodle,MySQL,,Visual Studio,Linux,Android,"Sí, pasiva",5000,Bruto,Full-Time,53000,45000,2,4,Menos de un sueldo,Performance de la compañía,Dos,50,10,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,7,10,-1,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,30,Ciudad Autónoma de Buenos Aires,9,4,4,0,Universitario,En curso,Licenciado en Ciencias de la Computacion,Universidad de Buenos Aires,"Sí, los pagó un empleador",No,Sí,Developer,Docker,"CSS, HTML, Javascript, Python",Node.js,"MongoDB, MySQL",,"Vim, Neovim",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,62000,48000,1,1,Menos de un sueldo,Performance individual,Uno,15,9,Jamás,Heterosexual,,No,ninguno,11-50,Servicios / Consultoría de Software / Digital,8,10,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,36,Ciudad Autónoma de Buenos Aires,10,5,2,5,Universitario,Completado,ING sistemas,Uai,"Sí, de forma particular",No,No,Developer,"Linux, Windows Server",".NET, C#, Java, Javascript, Kotlin",Spring,Oracle,,IntelliJ,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,100000,70000,3,2,3+ sueldos,Performance de la compañía,Dos,25,10,,,,,,101-200,Producto basado en Software,5,8,5,"Abono de celular y/o Internet, Ninguna de las anteriores"
